,Unnamed: 0,conversation_id,created_at,author_id,lang,text,source,id,retweet_count,reply_count,like_count,quote_count,user_verified,user_protected,user_description,user_id,user_username,user_name,user_created_at,user_followers_count,user_following_count,user_tweet_count,user_listed_count,user_location,advice,caution,resource,remediation,other impact,service_interruption,weather_information
10,10,1467146787282722816,2021-12-04T15:00:27.000Z,323422585,en,"If you have insurance questions related to flooding, please call your insurance rep., visit https://t.co/blIAa4Pukg or call IBC’s Consumer Information Centre at 1-844-2ask-IBC. We’re here to help. #NSStorm #NBStorm #NLStorm #PEStorm https://t.co/pxkAIIuGab",Hootsuite Inc.,1467146787282722816,1,0,1,0,False,False,"We're part of the @InsuranceBureau family along with @IBC_Pacific, @IBC_West, @IBC_Ontario, @BAC_Quebec. Together, we represent Canada’s P&C insurers.",323422585.0,IBC_Atlantic,IBC Atlantic,2011-06-24T20:10:38.000Z,1655.0,1742.0,13213.0,57.0,Atlantic Canada,False,False,True,False,False,False,False
11,11,1467479910155493379,2021-12-05T13:04:09.000Z,41428799,en,Ice and snowfall accumulation projections for #ONstorm #QCstorm with the inbound Montana low. Travelling plans in these affected areas may need to be postponed Sunday and Monday. Slippery roads will be a concern with the bout of freezing rain and snow. #ONwx #meteoqc https://t.co/UucErGcK94,TweetDeck,1467479910155493379,2,0,11,1,True,True,"Digital reporter at @weathernetwork. Former @MetrolandMedia reporter, @TheSheridanSun editor. @SheridanCollege print-journalism graduate. nhowes@pelmorex.com",41428799.0,HowesNathan,Nathan Howes TWN,2009-05-20T19:26:48.000Z,6103.0,4972.0,27189.0,96.0,"Oakville, Ontario",True,True,False,False,False,False,True
12,12,1467618605655277580,2021-12-05T22:15:17.000Z,382173022,en,Nice to see Cobb's Pond about 80 to 90% caught over.  A fine chilly night for a #MuttStrut.  Even a little flurry near the end as garnish.  Will it last this week's #nlwx?,TweetDeck,1467618605655277580,0,1,2,0,False,False,"I am currently a meteorologist working in Gander,  NL. If I'm not watching the weather at work I am certainly out enjoying it.",382173022.0,Isotachtics,Justin Boudreau,2011-09-29T16:18:47.000Z,2132.0,252.0,18412.0,32.0,Gander NL,False,False,False,False,False,False,True
13,13,1467861540657598464,2021-12-06T14:20:37.000Z,158613416,en,"All #NIC campuses are open today. Please use caution when traveling in #winter weather conditions.

For information and updates, please visit https://t.co/tatL3nTqUO

#BCStorm #BCSnow #IamNIC https://t.co/Y5PmcsS3Kf",Hootsuite Inc.,1467861540657598464,3,0,3,0,False,False,"#NorthIslandCollege is a comprehensive college that focuses on student success. We hope to inspire you to explore, discover your direction and find #YourNorth.",158613416.0,NIC_first,North Island College,2010-06-23T04:21:09.000Z,3422.0,1638.0,10133.0,121.0,Vancouver Island,False,True,True,False,False,False,True
14,14,1467888721794109440,2021-12-06T16:08:37.000Z,158613416,en,"#NIC's Mixalakwila campus in #PortHardy is closed today due to weather affecting roads and power conditions. All other campuses remain open. 

Follow us for updates and visit https://t.co/Lsu2Dw2rGW for information on weather closures.  

#BCStorm #BCSnow #IamNIC https://t.co/HPxs4d0820",Hootsuite Inc.,1467888721794109440,2,1,0,0,False,False,"#NorthIslandCollege is a comprehensive college that focuses on student success. We hope to inspire you to explore, discover your direction and find #YourNorth.",158613416.0,NIC_first,North Island College,2010-06-23T04:21:09.000Z,3422.0,1638.0,10133.0,121.0,Vancouver Island,False,False,True,False,False,True,False
15,15,1467907916493692932,2021-12-06T17:24:54.000Z,3064609095,en,"❄️Snow is falling! Curious how to measure it? Check out the infographic below.

For up to date information on how long it will last, check out forecasts and alerts in your area!

https://t.co/O9iJmz9ORq
https://t.co/2qgadjErQw

#BCstorm https://t.co/A7dtrKFlnh",Hootsuite Inc.,1467907916493692932,1,0,0,0,True,True,"Source officielle météo du Canada. Gazouillis émis par les météorologues d’@environnementca English: @ECCCWeatherBC 
  Avis : https://t.co/jZXwYsqctF",3064609095.0,ECCCMeteoBC,ECCC Météo Colombie-Britannique,2015-02-28T00:21:12.000Z,341.0,4.0,1610.0,13.0,"Colombie-Britannique, Canada",False,False,True,False,False,False,True
16,16,1467945220398530564,2021-12-06T19:53:08.000Z,57404028,en,"I'm looking to showcase more photos from Prince Edward Island, and NL in the weather section of SaltWire print publications and https://t.co/6uWoGj33Ba!

Email me your photos: weather@saltwire.com

@StJohnsTelegram @PEIGuardian @SaltWireNetwork #NLwx #PEwx",TweetDeck,1467945220398530564,0,0,0,0,False,False,Weather Specialist @SaltWireNetwork. Broadcast Meteorology student at @msstate. Opinions = mine. RTs ≠ endorsement. #AskAllister,57404028.0,allistercanada,Allister Aalders,2009-07-16T18:20:27.000Z,1245.0,1097.0,8850.0,26.0,"Halifax, Nova Scotia",False,False,True,False,False,False,False
17,17,1468195195124686850,2021-12-07T12:26:26.000Z,841728096231395328,en,"With all of Newfoundland under an Environment Canada wind warning today, here are some handy tips for securing Santa, Rudolph, and your other outdoor Christmas decorations ☃️ 🎄 #nlwx 

https://t.co/Q5gx2VOq7E https://t.co/1QyRjoAi7O",Echobox,1468195195124686850,0,0,1,0,False,False,"Official Twitter account of https://t.co/0YWbUH3l9G, the new home for the news, opinions and stories shaping our communities and Canada's East Coast.",8.417280962313953e+17,SaltWireNetwork,SaltWire Network,2017-03-14T19:09:51.000Z,5146.0,173.0,67898.0,48.0,Atlantic Canada,True,False,True,False,False,False,True
18,18,1468286700497641476,2021-12-07T18:30:03.000Z,28612106,en,"A downed line is an emergency. If you see one, dial 911 and stay back 10 metres to stay safe. Learn more: https://t.co/9UDNSTMl1e #BCStorm https://t.co/tqwLJBDdEI",Hootsuite Inc.,1468286700497641476,6,0,13,0,True,True,Outages: *HYDRO (*49376) on cell 1 800 BCHYDRO (1 800 224 9376) on corded landline. Latest outage updates: https://t.co/c3Fe7WlEKc,28612106.0,bchydro,BC Hydro,2009-04-03T17:37:43.000Z,106904.0,690.0,54622.0,722.0,,True,True,True,False,False,False,False
19,19,1468294002717999115,2021-12-07T18:59:04.000Z,18511402,en,"Metro Vancouver well users warned of contamination due to flooding
https://t.co/xW2dPoxHWp #BCStorm https://t.co/wt6PsU9L50",Buffer,1468294002717999115,1,0,0,0,False,False,"BIV is an award-winning news source, covering the #business community in #Vancouver and beyond since 1989. Now in print, television and online",18511402.0,BIVnews,BIV News,2008-12-31T17:44:31.000Z,36451.0,581.0,39048.0,1067.0,"Vancouver, B.C.",False,True,False,False,False,False,True
20,20,1468295053567217681,2021-12-07T19:03:15.000Z,188215959,en,"A few rainfall totals through 3:30 pm:

83.8 mm (Bay d'Espoir);
38.5 mm* (Millertown);
32.9 mm* (Badger);
31.8 mm* (Corner Brook);
28.6 mm (Port aux Basques);
26.6 mm* (Rocky Harbour);
21.9 mm (Winterland).
20.8 mm (Stephenville #YJT).

* incl couple cm melted snow

#nlwx",TweetDeck,1468295053567217681,5,0,6,0,False,False,Meteorologist at @ECCCWeatherNL | Tweeting tidbits of #NLwx | Views my own,188215959.0,rcbstormpost,Rodney Barney,2010-09-08T05:27:45.000Z,8769.0,1214.0,21490.0,108.0,Gander|Newfoundland & Labrador,False,False,False,False,False,False,True
21,21,1468311950207729664,2021-12-07T20:10:23.000Z,382173022,en,"Oh oh, my turn!  A lovely pink flare and corresponding waxing crescent to almost make you forget the departing tempest... almost.  #nlwx https://t.co/fIrS1DTaEW",TweetDeck,1468311950207729664,0,0,6,1,False,False,"I am currently a meteorologist working in Gander,  NL. If I'm not watching the weather at work I am certainly out enjoying it.",382173022.0,Isotachtics,Justin Boudreau,2011-09-29T16:18:47.000Z,2132.0,252.0,18412.0,32.0,Gander NL,False,False,False,False,False,False,True
22,22,1468672091050360844,2021-12-08T20:01:27.000Z,1098590961976918017,en,"With a system like the one we're having now, track is very important.
The heaviest snowband is barely 100 km wide.
It's currently just offshore, but if the track shifts northwards, it's entirely possible that we see up to 30 cm of snow.
#NSStorm https://t.co/HUEvzuM8YG",TweetDeck,1468672091050360844,0,1,7,1,False,False,"***I can be found @TorenWX on https://t.co/54LqDJCnBj***

Future PHd candidate in @dasoglab at @DalhousieChem & amateur #hurricane tracker.",1.098590961976918e+18,TorenWX,"🍁 - Toren Hynes, M.Sc. - 🇺🇦",2019-02-21T14:31:10.000Z,601.0,213.0,5609.0,13.0,"Nova Scotia, Canada",False,False,False,False,False,False,True
23,23,1468889380278476803,2021-12-09T10:24:53.000Z,107446659,en,"Ridge Road &amp; Prince Philip Drive campuses (inc. ATC Centre, Childcare Centre and Topsail Road Office) will have a delayed opening.  Update at 9 a.m. Online classes will continue. #nlwx #nlschools",Hootsuite Inc.,1468889380278476803,5,0,6,1,False,False,"Newfoundland & Labrador's public college. Visit us at https://t.co/frGZsJYphh. (Account is monitored 8:30am-4:30pm, Mon-Fri)",107446659.0,CNA_News,College of the North Atlantic,2010-01-22T15:52:42.000Z,7539.0,1358.0,9002.0,65.0,Newfoundland & Labrador,False,False,False,False,False,True,False
24,24,1468894813550432257,2021-12-09T10:46:28.000Z,18999907,en,"Stay informed of the latest closures through the CBC Storm Centre

https://t.co/V5WchpUwAI #cbcnl #nlwx https://t.co/LusLlBKzqa",TweetDeck,1468894813550432257,3,0,3,0,True,True,"CBC Newfoundland and Labrador. Breaking news, updates, features, columns, photos, videos, programming highlights and much more.",18999907.0,CBCNL,CBC Newfoundland and Labrador,2009-01-14T22:44:39.000Z,143806.0,6327.0,194298.0,1037.0,"St. John's, N.L.",False,False,True,False,False,True,False
25,25,1468922780775337990,2021-12-09T12:37:36.000Z,547870496,en,"I cannot confirm, but it appears that St. Mary's on the southern Avalon has transitioned to rain with a temperature of 1.3°C and rainfall rate of 1.3mm/hr

(note: This could also be snow &amp; ice melting into the rain gauge, which is why I cannot confirm)

#NLwx https://t.co/g46KmVP2af",TweetDeck,1468922780775337990,0,2,0,0,False,False,Weather enthusiast | Severe Weather Watcher for Environment Canada | @CoCoRaHSCanada Volunteer | Occasional picture taker | Following #NLwx | Views my own.,547870496.0,kellymbutt,Kelly Butt,2012-04-07T20:02:16.000Z,4820.0,866.0,34927.0,43.0,"St. John's, NL",False,False,False,False,False,False,True
26,26,1468929181392195584,2021-12-09T13:03:02.000Z,2164871065,en,"We will delay opening until 1:00pm today (Thursday, December 9th, 2021) due to the weather conditions! Stay safe ⛄️ 

#halifax #spa #boutique #delayedopening #NSStorm #snowstorm #dartmouth #novascotia #sincerelyskin https://t.co/uaOoWTUUZl",Buffer,1468929181392195584,0,0,0,0,False,False,"#Halifax Boutique Spa specializing in: Clinical & Spa facials, Massage, Laser Skin & Hair Removal, Pedicures, Electrolysis, Waxing. #BeautyProducts #Spa #Skin",2164871065.0,SincerelySkinHX,Sincerely Skin,2013-10-30T14:20:21.000Z,576.0,712.0,4987.0,42.0,"Halifax, Nova Scotia",False,False,False,False,False,True,False
27,27,1468930959617761284,2021-12-09T13:10:06.000Z,2830212802,en,"Many are hunkering down as snow blankets the province today. Thank you to the crews who are working hard to clear the roads and keep us safe.

#NSstorm",Hootsuite Inc.,1468930959617761284,4,0,34,0,True,True,MLA for Halifax Chebucto. #nspoli,2830212802.0,GaryBurrill,Gary Burrill,2014-10-14T19:32:43.000Z,7332.0,699.0,4266.0,77.0,"Nova Scotia, Canada",False,False,False,True,False,False,False
28,28,1468944469982691329,2021-12-09T14:03:47.000Z,3107915147,en,"*UPDATE* CLOSURE NOTICE: Due to the weather the Museum of Natural History will remain closed today, Thursday, December 9. #NSStorm https://t.co/WUkZ2gI3nw",TweetDeck,1468944469982691329,0,1,1,0,False,False,Learn more about what is happening at your Museum of Natural History. Learn more about Nova Scotia’s natural history. Follow @MNH_Naturalists.,3107915147.0,NS_MNH,Museum MNH,2015-03-23T16:01:39.000Z,1012.0,166.0,764.0,16.0,"1747 Summer Street, Halifax",False,False,False,False,False,True,False
29,29,1468944869691437064,2021-12-09T14:05:23.000Z,42935811,en,"Efforts are underway to save the fishing vessel the Executioner, currently sinking in St. John's harbour. #nlwx

The latest from @TelyPhotoGosse https://t.co/xOigZafDtS https://t.co/lfXf3Vnq96",Echobox,1468944869691437064,8,0,7,1,True,True,Newfoundland and Labrador's major daily newspaper. App for iPhone and iPad available at http://t.co/LA1hoaNwAo,42935811.0,StJohnsTelegram,The Telegram,2009-05-27T17:51:44.000Z,82548.0,374.0,123945.0,534.0,"St. John's, Newfoundland",False,False,False,False,True,False,False
30,30,1468991237311148034,2021-12-09T17:09:38.000Z,24560211,en,Anyone have some snowfall estimates on the Burin peninsula? #nlwx,TweetDeck,1468991237311148034,0,2,1,0,True,True,"@CBCNL Meteorologist • Some people think I make stuff up for a living, sometimes I think that too! • Views expressed here are my own. #nlwx | she/her",24560211.0,a_brauweiler,Ashley Brauweiler,2009-03-15T18:13:55.000Z,15616.0,878.0,9746.0,81.0,"St. John's, NL",False,False,False,False,False,False,True
31,31,1469032853451075586,2021-12-09T19:55:00.000Z,18999907,en,"UPDATED | Sinking fishing vessel stabilized in St. John's harbour amid 1st winter storm

https://t.co/ptr3XDSXjz

#nlwx #cbcnl https://t.co/c6PUucXgJK",TweetDeck,1469032853451075586,4,0,17,1,True,True,"CBC Newfoundland and Labrador. Breaking news, updates, features, columns, photos, videos, programming highlights and much more.",18999907.0,CBCNL,CBC Newfoundland and Labrador,2009-01-14T22:44:39.000Z,143806.0,6327.0,194298.0,1037.0,"St. John's, N.L.",False,False,False,False,True,False,False
32,32,1469067525614977030,2021-12-09T22:12:46.000Z,188215959,en,Winds have begun to pick up on the southern Avalon; Cape Pine reporting gust 132 km/h at 6:34 pm. https://t.co/RucIc5nJva #nlwx,TweetDeck,1469067525614977030,2,0,8,2,False,False,Meteorologist at @ECCCWeatherNL | Tweeting tidbits of #NLwx | Views my own,188215959.0,rcbstormpost,Rodney Barney,2010-09-08T05:27:45.000Z,8769.0,1214.0,21490.0,108.0,Gander|Newfoundland & Labrador,False,False,False,False,False,False,True
33,33,1469093543440531461,2021-12-09T23:56:09.000Z,39728167,en,Strongest winds are now over the Avalon Peninsula. The next few hours will be quite windy. There are multiple power outages being reported. #nlwx,TweetDeck,1469093543440531461,0,1,2,0,False,False,"CBN reporter for @NTVNewsNL.
Journalist. Husband. Dad to our cockapoo Henry. RTs ≠ endorsements. (he/him) 🇨🇦 🏳️‍🌈

Story ideas kbrookings@ntv.ca",39728167.0,kylebrookings,Kyle Sooley-Brookings,2009-05-13T10:55:38.000Z,1491.0,1346.0,17258.0,34.0,"St. John's, NL",False,False,False,False,False,True,True
34,34,1469723665600331780,2021-12-11T17:40:02.000Z,1131990072,en,Minister Bibeau and BC’s Minister Popham toured flood areas in the Fraser Valley yesterday where they met with farmers and saw firsthand the impacts of the #BCFlood on #CdnAg: https://t.co/y5Db3x2xbQ #BCStorm @BCGovNews https://t.co/Rg4CC3oaCo,Hootsuite Inc.,1469723665600331780,1,0,3,0,True,True,Agriculture and Agri-Food Canada | Terms of Use: https://t.co/Hj5IIzZJnZ Français: @AAC_Canada,1131990072.0,AAFC_Canada,AAFC Canada,2013-01-29T20:03:27.000Z,49254.0,127.0,12821.0,429.0,,False,False,False,False,True,False,False
35,35,1469756896294936579,2021-12-11T19:52:05.000Z,533211655,en,"The strong wind is wreaking havoc across the region.
Stay alert and be safe.

#onstorm 

Pictured is a tree that fell onto a townhouse on Columbia Ct, and a large commercial sign that toppled onto a parked car on Tecumseh Rd East. https://t.co/YG1eBH5Nua",TweetDeck,1469756896294936579,11,2,18,1,True,True,Staff photographer at the Windsor Star Instagram: @daxmelmer,533211655.0,DaxMelmer,𝗗𝗮𝘅 𝗠𝗲𝗹𝗺𝗲𝗿,2012-03-22T15:00:26.000Z,2380.0,809.0,4592.0,59.0,"Windsor, Ontario, Canada",True,True,False,False,True,False,False
36,36,1469772276929384449,2021-12-11T20:53:12.000Z,124618913,en,"BREAKING: Thousands of homes and businesses in #Mississauga are currently without power due to winds. Alectra says power should be back around 8 p.m.
#ONstorm #ONweather 

https://t.co/BrUrjPA1hy",Hootsuite Inc.,1469772276929384449,9,4,4,0,False,False,"Local news, views and stuff that matters to you. See what's happening in your neighbourhood. Write: 3145 Wolfedale Rd. Mississauga, L5C 3A9. Call: 905-273-8111.",124618913.0,MissiNewsRoom,The Mississauga News,2010-03-20T00:58:08.000Z,33752.0,1184.0,61953.0,456.0,"Mississauga, Ontario, CANADA",False,False,False,False,False,True,False
37,37,1469942012262555654,2021-12-12T08:07:40.000Z,16661397,en,"bit late with the warning - already happened... 

#BCstorm https://t.co/15fccvcKpb",TweetDeck,1469942012262555654,2,1,4,0,False,False,History will not be kind to those currently in authority,16661397.0,matpVI,"Mat Wright - MASK, BOOST AND KEEP ON MASKING",2008-10-09T03:19:08.000Z,4457.0,2921.0,62355.0,227.0,"Nanaimo, British Columbia ",False,False,False,False,False,False,True
38,38,1470494323544363012,2021-12-13T20:42:21.000Z,23218747,en,"Bring on the snow!! I have a company shovelling for me, so let it snow, let it snow, let it snow. #yeg #yegweather #abstorm #abwx",TweetDeck,1470494323544363012,0,0,1,0,False,False,"Retired CTV cameraman, fan of Andre Rieu. Frequent traveller. KofC. Ham Radio VE6OA. Private pilot XDP14692.
Played drums with Fendermen & The Crystals.",23218747.0,TVNewsman,Al Girard,2009-03-07T18:24:50.000Z,879.0,1910.0,8667.0,23.0,"Edmonton, Alberta, Canada",False,False,False,True,False,False,False
39,39,1470891404587065352,2021-12-14T23:00:13.000Z,1197298860672061442,en,"“Rising temperatures have caused the water cycle to accelerate...And that is exactly the manifestation that we’re seeing as a result of climate change.”

https://t.co/O5AqKiOPgJ

#climateemergency #bcfloods #bcstorm",Hootsuite Inc.,1470891404587065352,12,2,9,0,,,,,,,,,,,,,False,False,False,False,False,False,True
40,40,1471122937054908420,2021-12-15T14:20:14.000Z,122115475,en,"SPECIAL WEATHER STATEMENT: Strong winds gusting of 70 to 90 km/h are expected for Thursday morning or early afternoon. Please exercise caution &amp; drive according to the road conditions.

Updates: https://t.co/YNyOge2JyH #ONStorm #Kitchener https://t.co/1ZwsVJiQzk",Sprout Social,1471122937054908420,1,0,5,1,True,True,City of #Kitchener's official corporate feed. Please call 519-741-2345 24/7 to report an issue.,122115475.0,CityKitchener,City of Kitchener,2010-03-11T16:56:06.000Z,86352.0,406.0,44822.0,528.0,"Kitchener, Ontario, Canada",False,True,False,False,False,False,True
41,41,1471487693724991489,2021-12-16T14:29:39.000Z,15042770,en,"You might want to bring in your favourite outdoor Christmas ornaments and tie-down your holiday displays as 'strong winds' are expected in Durham Region this afternoon. #ONstorm

https://t.co/90tcBlCoB4",Hootsuite Inc.,1471487693724991489,1,0,5,0,False,False,"Your local news in Durham Region, east of Toronto, ON Canada. http://t.co/tDG6rSCdAp. 865 Farewell St. Oshawa ON L1H 6N8 newsroom@durhamregion.com 905-579-4400",15042770.0,newsdurham,durhamregion.com,2008-06-08T00:11:07.000Z,33502.0,3038.0,42937.0,370.0,Oshawa Whitby Pickering Ajax,False,True,False,False,False,False,True
42,42,1471891713031643144,2021-12-17T17:15:05.000Z,552245788,en,"#FrozenFriday❄️ Working through wind, rain and snow. Road re-construction, slope stabilization and culvert installation continue at #MineCreek on #BCHwy5, repairing damage cause by the recent #flooding and extreme weather. 
📷: @TranBC (Flickr) #EssentialServices4U #BCStorm https://t.co/SrDTFxs4nL",Buffer,1471891713031643144,11,2,60,7,False,False,A non-profit organization that represents construction and maintenance contractors and industry-related service and supply companies.,552245788.0,BCRoadBuilders,BC Road Builders,2012-04-12T23:08:28.000Z,2377.0,261.0,3788.0,31.0,"Burnaby, BC",False,False,True,True,False,False,False
43,43,1472266106450546690,2021-12-18T18:02:47.000Z,52296067,en,Woke up to a white Christmas. At least it happened after my daughter had her dental appointment. #bcstorm,TweetDeck,1472266106450546690,1,0,2,0,False,False,💛🖤  Crime Solver 🐺  Music Lover 🎼 Multifandom 📺  she / her.  No DMs. #FBIFam #FireCountry #12Monkeys,52296067.0,dgct2,DG 💛🖤🌊🇺🇦 Pinned Tweet,2009-06-30T03:59:47.000Z,9282.0,5007.0,337084.0,172.0,"Chilliwack, British Columbia",False,False,False,False,False,False,True
44,44,1472709749384777728,2021-12-19T23:25:40.000Z,16661397,en,"Let's get ready for the cold wave, not like how BC handled the heatdome - protect shelter and warming center users with N95 masks, offer vaccines

#BCpoli #BCstorm #BCcold https://t.co/j4Zalmoc3S",TweetDeck,1472709749384777728,6,0,8,0,False,False,History will not be kind to those currently in authority,16661397.0,matpVI,"Mat Wright - MASK, BOOST AND KEEP ON MASKING",2008-10-09T03:19:08.000Z,4457.0,2921.0,62355.0,227.0,"Nanaimo, British Columbia ",True,False,True,False,False,False,False
45,45,1473127292213862402,2021-12-21T03:04:50.000Z,41428799,en,"An extremely cold air mass form Siberia will descend on @Canada’s Prairies this week. Many locales will experience bitterly cold, potentially dangerous temperatures in the -20s, possibly dropping into the -30s, with wind chills of -30 or -40.  #ABwx #SKwx https://t.co/RL7MoDeFCu",TweetDeck,1473127292213862402,1,1,1,1,True,True,"Digital reporter at @weathernetwork. Former @MetrolandMedia reporter, @TheSheridanSun editor. @SheridanCollege print-journalism graduate. nhowes@pelmorex.com",41428799.0,HowesNathan,Nathan Howes TWN,2009-05-20T19:26:48.000Z,6103.0,4972.0,27189.0,96.0,"Oakville, Ontario",True,True,False,False,False,False,True
